no,when,eventtitle,openTime,closeTime,where,place,whom,what,who,phone,email,contact,fee,url,tag1,uid
,2017/01/21,将棋教室,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,小学生・中学生・高校生,将棋教室を行います。,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/01/21,手話であ・そ・ぼ,14:00:00,16:00:00,輪島市子育て支援センター・児童センター,,グループ加入者,手話の披露・練習,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/01/28,ハンドベルクラブ,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,クラブ加入者,ハンドベルの練習・披露,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/01/17,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,お正月あそびをしましょう。子育て仲間のみんなと一緒に楽しみませんか?,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/01/19,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,親子運動あそびをします。子育て仲間のみんなと一緒に楽しみませんか?,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/01/24,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,ママの癒しタイム「フットマッサージ」※要予約８人　9時30分から予約順１人３０分程度の足湯・マッサージです。※予約受付開始は１月４日（水）からです。　持ち物：タオル,輪島市子育て支援センター・児童センター,,,0768-22-8031,500,,,
,2017/01/26,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,１月生まれのたんじょう会」協力：太陽の子クラブ　「手作りおやつ試食会」,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/01/22,親子で初釜を体験しよう,13:30:00,15:30:00,輪島市子育て支援センター・児童センター,,幼児・小学生～大人,日本の季節を感じながら、おいしいお茶とお菓子を親子で味わいましょう！共催みらい子育てネット輪島　ふれあい健康センター３階和室で行います。,輪島市子育て支援センター・児童センター,,,0768-22-8031,100,,,
,2017/01/29,ふれあいドッヂビー大会,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,小学生２０人※要申込,毎回大人気のドッヂビー大会です!!ドッヂビーの投げ方、キャッチの仕方など練習してからみんなで試合を楽しみましょう。,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/01/31,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,ハッピーバレンタイン,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/01/05,お正月遊びをしよう,10:00:00,12:30:00,輪島市もんぜん児童館,,どなたでも,凧を作って飛ばそう！そしておいしいおもちをみんなで食べよう！,輪島市もんぜん児童館,,,0768-42-3166,100,,,
,2017/01/26,ニュースポーツに挑戦,16:00:00,17:00:00,輪島市もんぜん児童館,,,もんぜんスポーツクラブの方が教えてくれます。,輪島市もんぜん児童館,,,0768-42-3166,0,,,
,2016/09/15,ジュニアスポーツ教室サッカー教室,15:30:00,16:15:00,輪島市もんぜん児童館,,小学1～3年,共催もんぜんスポーツクラブ,輪島市もんぜん児童館,,,0768-42-3166,0,,,
,2016/09/15,ジュニアスポーツ教室サッカー教室,16:15:00,17:00:00,輪島市もんぜん児童館　共催もんぜんスポーツクラブ,,小学4～6年,共催もんぜんスポーツクラブ,輪島市もんぜん児童館,,,0768-42-3166,0,,,
,2017/02/12,うちの父ちゃん出番です！「いざ！という時の男メシ」,10:00:00,13:00:00,輪島市子育て支援センター・児童センター,,乳児・小学生親子２０名※小学生は子どものみでも可　要申込,防災についてみんなでお勉強しよう！持ち物エプロン、三角巾、手拭きタオル,輪島市子育て支援センター・児童センター,,,0168-22-8031,0,,,
,2017/02/18,ハンドベルクラブ,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,クラブ加入者,ハンドベルの練習・披露,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/02/18,手話であ・そ・ぼ,14:00:00,16:00:00,輪島市子育て支援センター・児童センター,,グループ加入者,手話の披露・練習,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/02/19,わじまキッズランド,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,グループ加入者,子どもの町わじまを作ろう,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/02/25,ハンドベルクラブ,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,クラブ加入者,ハンドベルの練習・披露,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/02/25,将棋教室,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,小学生・中学生・高校生,将棋教室を行います。,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/02/26,フエルトのマスコット作り,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,小学生２０人※要申込,フエルトでマスコットを作ります。講師：池坂幸枝氏,輪島市子育て支援センター・児童センター,,,0768-22-8031,200,,,
,2017/02/16,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,ボールで遊ぼう♪,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/02/21,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,親子ふれあい遊び,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/02/23,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,２月生まれのおたんじょう会、親子リトミック講師：久保典子氏　協力：太陽の子クラブ,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/02/28,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,ひな祭りを行います！,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/03/03,育児講座幼児安全法支援員養成講座,13:00:00,15:00:00,輪島市子育て支援センター・児童センター,,満１５歳以上、全日参加できる方,子どもに起こりやすい事故の予防と手当についてた、子どもの病気や看病の仕方について、学びます。検定合格者には、幼児安全法支援員認定証を交付いたします。,輪島市子育て支援センター・児童センター,,,0768-22-8031,1800,,,
,2017/03/07,育児講座幼児安全法支援員養成講座,13:00:00,15:00:00,輪島市子育て支援センター・児童センター,,受講者のみ,子どもに起こりやすい事故の予防と手当についてた、子どもの病気や看病の仕方について、学びます。検定合格者には、幼児安全法支援員認定証を交付いたします。,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/03/16,育児講座幼児安全法支援員養成講座,13:00:00,15:00:00,輪島市子育て支援センター・児童センター,,受講者のみ,子どもに起こりやすい事故の予防と手当についてた、子どもの病気や看病の仕方について、学びます。検定合格者には、幼児安全法支援員認定証を交付いたします。,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/02/03,節分豆まき,16:30:00,17:00:00,輪島市もんぜん児童館,,,豆まきをして今年も元気に過ごそう！,輪島市もんぜん児童館,,,0768-42-3166,0,,,
,2017/02/12,バレンタインチョコ作り,09:30:00,12:00:00,輪島市もんぜん児童館,,,バレンタインの手作りチョコを作ってみよう♪定員１０名　申込締め切り2/3持ち物：エプロン、三角巾、手拭き,輪島市もんぜん児童館,,,0768-42-3166,200,,,
,2017/02/16,ジュニアスポーツ教室,16:15:00,17:00:00,輪島市もんぜん児童館　共催もんぜんスポーツクラブ,,小学4～6年,共催もんぜんスポーツクラブ,輪島市もんぜん児童館,,,0768-42-3166,0,,,
,2017/02/16,ジュニアスポーツ教室,15:30:00,16:15:00,輪島市もんぜん児童館,,小学1～3年,共催もんぜんスポーツクラブ,輪島市もんぜん児童館,,,0768-42-3166,0,,,
,2017/02/25,ひな祭り会,10:00:00,12:30:00,輪島市もんぜん児童館,,どなたでも,女の子の節句をお祝いしよう♪定員１５名　申込締切2/22　持ち物：エプロン、三角巾、手拭き,輪島市もんぜん児童館,,,0768-42-3166,200,,,
,2017/02/03,親子体操,10:30:00,11:00:00,輪島市もんぜん児童館,,どなたでも,一緒に親子体操をしましょう♪,輪島市もんぜん児童館,,,0768-42-3166,0,,,
,2017/03/04,ハンドベルクラブ,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,クラブ加入者,ハンドベルの練習・披露,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/03/04,手話であ・そ・ぼ,14:00:00,16:00:00,輪島市子育て支援センター・児童センター,,グループ加入者,手話の披露・練習,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/03/04,将棋教室,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,小学生・中学生・高校生,将棋教室を行います。,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/03/05,もうすぐ１年生　科学であそぼ,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,平成29年4月に小学1年生になる幼児とその保護者10組,くるくるまわる～科学であそびましょう。講師：坂下 智婦美 氏（なかよし文庫代表・科学読物研究会会員）　※要申込,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/03/11,こども文化交流会,13:15:00,15:30:00,いしかわ子ども交流センター七尾館・ホール（七尾市古屋敷町カ-10-3）,,どなたでも,いしかわ子ども交流センター七尾館で開催される『能登地区児童館・こども文化交流会』に、輪島市児童センターから、手話であ・そ・ぼとハンドベルクラブのメンバーが、日ごろの練習の成果を発表してきます。どなたでもご覧になれます。入場無料です。　,能登地区児童館連絡協議会,,,0768-22-8031,0,,,
,2017/03/12,わじまキッズランド,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,グループ加入者,子どもの町わじまを作ろう,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/03/18,手話であ・そ・ぼ,14:00:00,16:00:00,輪島市子育て支援センター・児童センター,,グループ加入者,手話の披露・練習,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/03/19,ふれあい卓球大会,09:30:00,12:00:00,輪島市子育て支援センター・児童センター,,小学生,大会にむけて、センターで練習しませんか？みなさんの参加をお待ちしております。　要申込,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,0,そなえゲームと防災ランチ～防災減災の町わじまを考えよう～,2017/03/26,10:00:00,輪島市子育て支援センター・児童センター,,幼児・小学生～大人※幼児、小学1,2年生は保護者同伴,防災減災について考えよう♪　講師：小岩　孝子（宮城県児童館連絡会会長）　要申込,,,輪島市子育て支援センター・児童センター,0768-22-8031,,12:00:00,
,2017/03/16,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,「赤ちゃんの泣きへの理解と対応について」一人で悩まずみんなで話をしませんか？,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/03/21,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,「からだを動かして遊ぼう！」,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/03/23,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,「３月生まれのたんじょう会」「お楽しみ会」協力：太陽の子クラブ,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,
,2017/03/08,ドッジボール大会,16:00:00,17:00:00,輪島市もんぜん児童館,,どなたでも,放課後、おもいっきり体を動かして楽しもう！,輪島市もんぜん児童館,,,0768-42-3166,0,,,
,2017/03/30,お楽しみ会,10:00:00,12:30:00,輪島市もんぜん児童館,,どなたでも,今年度最後の児童館行事を楽しもう！出し物をしてくれる人（グループでも）大募集！,輪島市もんぜん児童館,,,0768-42-3166,100,,,
,2017/03/16,ジュニアスポーツ教室,16:15:00,17:00:00,輪島市もんぜん児童館　共催もんぜんスポーツクラブ,,小学4～6年,共催もんぜんスポーツクラブ,輪島市もんぜん児童館,,,0768-42-3166,0,,,
,2017/03/16,ジュニアスポーツ教室,15:30:00,16:15:00,輪島市もんぜん児童館,,小学1～3年,共催もんぜんスポーツクラブ,輪島市もんぜん児童館,,,0768-42-3166,0,,,
,2017/03/03,親子体操,10:30:00,11:00:00,輪島市もんぜん児童館,,どなたでも,一緒に親子体操をしましょう♪,輪島市もんぜん児童館,,,0768-42-3166,0,,,
,2017/03/07,乳幼児健康相談,10:00:00,11:00:00,輪島市もんぜん児童館,,どなたでも,プチ教室「生活リズムを整えよう」,輪島市もんぜん児童館,,,0768-42-3166,0,,,
,2017/04/08,将棋教室,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,小学生・中学生・高校生,将棋教室を行います。,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,evt58ef882d337
,2017/04/22,ハンドベルクラブ,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,クラブ加入者,ハンドベルの練習・披露,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,evt58ef8834888
,2017/04/23,わじまキッズランド,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,グループ加入者,子どもの町わじまを作ろう,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,evt58ef883a826
,2017/03/21,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,親子ふれあい遊び,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,evt58ef8842807
,2017/03/23,うさちゃん広場,10:30:00,11:30:00,輪島市子育て支援センター・児童センター,,乳幼児親子,親子ふれあいあそび！,輪島市子育て支援センター・児童センター,,,0768-22-8031,0,,,evt58ef8849780
,2017/04/30,こいのぼりを作ろう！,10:00:00,12:00:00,輪島市子育て支援センター・児童センター,,小学生２０名※要申込,一緒にこいのぼりを作りましょう♪,輪島市子育て支援センター・児童センター,0768-22-8031,,,0,,,evt58ef8850486
,2017/04/09,入学・進級おめでとうの会,13:30:00,15:00:00,輪島市子育て支援センター・児童センター,,幼児・小学生～保護者　※幼児は保護者同伴,新１年生、上級生、保育所（園）、幼稚園のお友達も一緒に楽しく遊びましょう！センタークイズも全問正解できるかな？お話や工作もおります！※５、６年生の子どもスタッフ大募集！午前１０時よりスタッフ会議です）,輪島市子育て支援センター・児童センター,0768-22-8031,,,0,,,evt58ef8858355
,2017/04/19,輪島市乳幼児健康相談,10:00:00,11:30:00,null,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef885f108
,2017/05/17,輪島市乳幼児健康相談,10:00:00,11:30:00,null,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8868026
,2017/06/21,輪島市乳幼児健康相談,10:00:00,11:30:00,null,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef886f318
,2017/07/19,輪島市乳幼児健康相談,10:00:00,11:30:00,null,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8877361
,2017/08/09,輪島市乳幼児健康相談,10:00:00,11:30:00,null,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8881051
,2017/09/20,輪島市乳幼児健康相談,10:00:00,11:30:00,null,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8888348
,2017/10/18,輪島市乳幼児健康相談,10:00:00,11:30:00,null,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8894097
,2017/11/15,輪島市乳幼児健康相談,10:00:00,11:30:00,null,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef889e273
,2017/12/20,輪島市乳幼児健康相談,10:00:00,11:30:00,null,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef88a5804
,2018/01/17,輪島市乳幼児健康相談,10:00:00,11:30:00,null,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef88ac777
,2018/02/21,輪島市乳幼児健康相談,10:00:00,11:30:00,null,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef88b2967
,2018/03/28,輪島市乳幼児健康相談,10:00:00,11:30:00,null,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef88b9470
,2017/04/04,輪島市乳幼児健康相談,10:00:00,11:00:00,輪島市もんぜん児童館,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef88c3659
,2017/05/02,輪島市乳幼児健康相談,10:00:00,11:00:00,輪島市もんぜん児童館,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef88cc765
,2017/06/06,輪島市乳幼児健康相談,10:00:00,11:00:00,輪島市もんぜん児童館,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef88d3035
,2017/07/04,輪島市乳幼児健康相談,10:00:00,11:00:00,輪島市もんぜん児童館,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef88da190
,2017/08/01,輪島市乳幼児健康相談,10:00:00,11:00:00,輪島市もんぜん児童館,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef88e1175
,2017/09/05,輪島市乳幼児健康相談,10:00:00,11:00:00,輪島市もんぜん児童館,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef88e8007
,2017/10/03,輪島市乳幼児健康相談,10:00:00,11:00:00,輪島市もんぜん児童館,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef88ef222
,2017/11/07,輪島市乳幼児健康相談,10:00:00,11:00:00,輪島市もんぜん児童館,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef88f6971
,2017/12/05,輪島市乳幼児健康相談,10:00:00,11:00:00,輪島市もんぜん児童館,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef88fb490
,2018/01/09,輪島市乳幼児健康相談,10:00:00,11:00:00,輪島市もんぜん児童館,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8902801
,2018/02/06,輪島市乳幼児健康相談,10:00:00,11:00:00,輪島市もんぜん児童館,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8908625
,2018/03/06,輪島市乳幼児健康相談,10:00:00,11:00:00,輪島市もんぜん児童館,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef890e229
,2017/04/21,輪島市乳幼児健康相談,10:00:00,11:00:00,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8914217
,2017/05/19,輪島市乳幼児健康相談,10:00:00,11:00:00,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef891b810
,2017/06/16,輪島市乳幼児健康相談,10:00:00,11:00:00,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8923292
,2017/07/21,輪島市乳幼児健康相談,10:00:00,11:00:00,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef892a321
,2017/08/18,輪島市乳幼児健康相談,10:00:00,11:00:00,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8932721
,2017/09/15,輪島市乳幼児健康相談,10:00:00,11:00:00,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8938834
,2017/10/20,輪島市乳幼児健康相談,10:00:00,11:00:00,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef893f337
,2017/11/17,輪島市乳幼児健康相談,10:00:00,11:00:00,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8946755
,2017/12/15,輪島市乳幼児健康相談,10:00:00,11:00:00,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef894d524
,2018/01/19,輪島市乳幼児健康相談,10:00:00,11:00:00,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8954789
,2018/02/16,輪島市乳幼児健康相談,10:00:00,11:00:00,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef895a774
,2018/03/16,輪島市乳幼児健康相談,10:00:00,11:00:00,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8962606
,2017/04/28,輪島市おやこ子育て広場・のびのび広場,10:00:00,11:30:00,null,,4～6か月児,離乳食の調理実習＆発達や生活リズムなどのお話,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8968550
,2017/07/28,輪島市おやこ子育て広場・のびのび広場,10:00:00,11:30:00,null,,4～6か月児,離乳食の調理実習＆発達や生活リズムなどのお話,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef896e067
,2017/10/27,輪島市おやこ子育て広場・のびのび広場,10:00:00,11:30:00,null,,4～6か月児,離乳食の調理実習＆発達や生活リズムなどのお話,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef897a403
,2018/01/26,輪島市おやこ子育て広場・のびのび広場,10:00:00,11:30:00,null,,4～6か月児,離乳食の調理実習＆発達や生活リズムなどのお話,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8981441
,2017/05/26,輪島市おやこ子育て広場・ぐんぐん広場,10:00:00,11:30:00,null,,7～11か月児,離乳食の進め方＆保育士さんに学ぶ遊び方など,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8987638
,2017/08/25,輪島市おやこ子育て広場・ぐんぐん広場,10:00:00,11:30:00,null,,7～11か月児,離乳食の進め方＆保育士さんに学ぶ遊び方など,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef898d683
,2017/11/24,輪島市おやこ子育て広場・ぐんぐん広場,10:00:00,11:30:00,null,,7～11か月児,離乳食の進め方＆保育士さんに学ぶ遊び方など,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8993462
,2018/02/23,輪島市おやこ子育て広場・ぐんぐん広場,10:00:00,11:30:00,null,,7～11か月児,離乳食の進め方＆保育士さんに学ぶ遊び方など,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef8999542
,2017/06/23,輪島市おやこ子育て広場・ぱくぱく広場,10:00:00,11:30:00,null,,1才～1才6か月児,離乳食バイキング＆発達やことばを育む関わりについてのお話,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef899e004
,2017/09/22,輪島市おやこ子育て広場・ぱくぱく広場,10:00:00,11:30:00,null,,1才～1才6か月児,離乳食バイキング＆発達やことばを育む関わりについてのお話,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef89a3677
,2017/12/22,輪島市おやこ子育て広場・ぱくぱく広場,10:00:00,11:30:00,null,,1才～1才6か月児,離乳食バイキング＆発達やことばを育む関わりについてのお話,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef89a9329
,2018/03/23,輪島市おやこ子育て広場・ぱくぱく広場,10:00:00,11:30:00,null,,1才～1才6か月児,離乳食バイキング＆発達やことばを育む関わりについてのお話,輪島市健康推進課,0768-23-1136,,,0,,,evt58ef89ae231
