no,co_id,shop_id,name,zip,address,bilding,lat,lng,phone,fax,url,servicetime,holiday,op_1,op_2,op_3,op_4,op_5,op_6,op_7,op_8,op_9,op_10,op_11,op_12,op_13
,co111233,ofid0001,加賀市立中央図書館,922-0861,石川県加賀市大聖寺地方町1字10-4,,36.3025436, 136.3107830,0761-73-0888,,http://www.kagalib.jp/toshow/index.html,9：00～19：00（18：00）,日・祝日,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co111240,ofid0001,加賀市立山中図書館,922-0112,石川県加賀市山中温泉西桂木町ト19-1,,36.2517044, 136.3747869,0761-78-4441,,http://www.kagalib.jp/toshow/index.html,9：00～19：00（土・日は18：00まで）,月、祝日、年末年始、整理休館日,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co111062,ofid0001,千鳥台幼稚舎,920-0277,石川県河北郡内灘町千鳥台4-143,,36.639312,136.626136,076-255-0031,,,（月～土）7:00~20:00,,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co110076,ofid0001,南陽幼保園,923-0328,石川県小松市南陽町1-121,,36.330453,136.440965,0761-65-2288,,http://www.nanyou-h.net,（月～土）7：00～19：00,土・日・祝日,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co111060,ofid0001,向陽台保育園,920-0272,石川県河北郡内灘町向陽台1-145-1,,36.637891,136.634042,076-237-2677,,,（月～土）7:00~19:00,,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co111085,ofid0001,和倉保育園,926-0175,石川県七尾市和倉町3-24,,37.08613,136.917701,0767-62-3360,,http://wakura-hoikuen.wakuraonsen.org/,（月～土）7：00～22：00,日曜日、祝日、年末年始,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co856930,ofid0001,和倉温泉観光案内所（ＪＲ和倉温泉駅内）,926-0171,石川県七尾市石崎町タ部55,,37.0749556,136.9256345,0767-62-1055,0767-62-1050,,10：30～16：30,元旦,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co100774,ofid0001,大和　香林坊店,920-0961,石川県金沢市香林坊1-1-1,,36.5633359,136.6541339,076-220-1111,076-220-1150,http://www.daiwa-dp.co.jp/,10:00～19:30（レストラン街「金沢ふーどがーでん」は22時まで営業）,不定休,授乳スペース,オムツ替えスペース,,おむつ又はおしりふきシートの設置(販売),,,,ベビーカーの貸し出し,,,禁煙席,,
,co850764,ofid0001,大和保育園,923-0952,石川県小松市大和町102番地,,36.3968696,136.4503001,0761-22-0339,,http://www.daiwazenrinkan.com,,日曜、祝日,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co100067,ofid0001,子どもの本専門店　チルクリ,921-8034,石川県金沢市泉野町5丁目3-3,,36.5443247, 136.6538335,076-247-4473,076-247-4473,,10:00～18:00,日曜、祝日,授乳スペース,オムツ替えスペース,,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110115,ofid0001,子育てひろばLets郷,924-0801,石川県白山市田中町　182,郷保育園内,36.5314808, 136.5879202,076-276-8521,,,,,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co110120,ofid0001,子育てひろばさくらんぼ,920-2163,石川県白山市柴木町甲6-1,,36.492069, 136.6026303,076-255-7607,,,9:00～17:00,土・日・祝日,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110109,ofid0001,子育てサロン,925-0052,石川県羽咋市中央町フ168,あだちストアジョイフル店横,36.8964955, 136.7750853,0767-22-1518,,,9：00～16：45,日・年末年始（12/28～1/3）,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co110126,ofid0001,子育て支援センターおしの,921-8802,石川県野々市市押野3-115,押野保育園２階「なかよしルーム」,36.5419073, 136.6180895,076-248-0290,,http://kosodate.town.nonoichi.ishikawa.jp/oshino_ho/shiencenteroshino/shiencente,8：30～17：15,日・祝日・年末年始,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co110127,ofid0001,子育て支援センターはくさん,921-8821,石川県野々市市白山町4-2,,36.5274368, 136.6126931,076-248-4337,,,9：00～17：00,日,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110130,ofid0001,子育て支援センターふじひら,921-8833,石川県野々市市藤平142,,36.513894, 136.6045910,076-246-1181,,,8：30～17：00,土・日,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co110131,ofid0001,子育て支援センター和光,921-8812,石川県野々市市扇が丘18-13,,36.5270286, 136.6228866,076-272-8405,,,,,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co110128,ofid0001,子育て支援センター菅原,921-8814,石川県野々市市菅原8-33,,36.5279923, 136.6158983,076-248-4634,,http://kosodate.town.nonoichi.ishikawa.jp/sugahara_ho/index.html,,,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co101420,ofid0001,安宅保育園,923-0003,石川県小松市安宅町ヨ132,,36.420018,136.424634,0761-21-0287,0761-21-6061,http://ics.incl.ne.jp/inclcont/kids/en/top.html?top_code=00001,9:00～16:00,日・祝日,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,ベビーカーの貸し出し,,,,,
,co110045,ofid0001,宝達志水町子育て支援センターあいあい,929-1412,石川県羽咋郡宝達志水町荻島に11－1,,36.8572957, 136.7778648,0767-29-3525,,,9：00～16：00,土・日・年末年始・お盆,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110044,ofid0001,宝達志水町子育て支援センターどんぐり,929-1344,石川県羽咋郡宝達志水町今浜えびすが丘31,,36.8253022, 136.7578379,0767－28－3456,,,9：00～16：00,土・日・年末年始・お盆,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110123,ofid0001,寺井子育て支援センター,923-1101,石川県能美市粟生町ﾛ10-2,（旧粟生保育園）,36.4517128,136.5062856,0761-58-8100,,,9：00～17：00,土・日・祝日,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co111075,ofid0001,小丸山保育園,926-0852,石川県七尾市小島町イ58-1,,37.045044,136.95754,0767-53-3700,,http://www.ans.co.jp/n/komaruyama/,（月～土）7：00～翌日1：00,日曜日・祝日・年末年始,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co110007,ofid0001,小松市立空とこども絵本館,923-0904,石川県小松市小馬出町10-3,,36.407699, 136.4479096,0761-23-0033,,http://www.city.komatsu.ishikawa.jp/soratokodomoehonkan/index.html,9：00～17：00,月・祝日の翌日・年末年始・第2・4木曜,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110223,ofid0001,山中温泉医療センター／児童デイサービスこのゆびとーまれ山中,922-0193,石川県加賀市山中温泉上野町ル15-1,,36.2535568, 136.3693539,0761-78-0301,,,,,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co111270,ofid0001,山代ファミリーサポートセンター,922-0242,石川県加賀市山代温泉18-52,,36.2892578, 136.3610119,0761-76-1085,,http://www.geocities.jp/arahan1236/,月～金　10:00～18:00,日・祝日,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co111265,ofid0001,山島保育園,924-0843,石川県白山市安吉町116-1,,36.4831533,136.566645,076-276-1106,,http://www.asagaotv.ne.jp/~yamajima,（月～金）7：00～19：00　（土）7：00～18：00,日・祝日,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co111234,ofid0001,川北町保健センター,923-1267,石川県能美郡川北町壱ツ屋196,,36.4673548, 136.5435534,076-277-8388,,,8：30～17：15,土・日・祝日,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co111034,ofid0001,市立しらゆり保育園,929-1177,石川県かほく市白尾ワ1-1,,36.719742,136.690784,076-283-1860,,,（月～土）7:00~19:00,,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co111073,ofid0001,市立のとじま保育園,926-0212,石川県七尾市能登島佐波町15-5,,37.120366,136.998771,0767-84-0123,,,（月～土）7:00~19:00,日曜日、祝日、年末年始,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110016,ofid0001,市立はまなす保育園,929-1171,石川県かほく市木津ヘ49-1,,36.745968,136.705284,076-285-2630,,,（月～土）7：00～19：00,日・祝祭日・年末年始,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co110018,ofid0001,市立みずべ保育園,929-1127,石川県かほく市大崎東58-1,,36.706997,136.693954,076-283-1933,,,（月～土）7:00~19:00,日・祭日・年末年始,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co111072,ofid0001,市立中島保育園,929-2222,石川県七尾市中島町中島乙39-1,,37.116563,136.852296,0767-66-1231,,,（月～土）7:00~19:00,日曜日、祝日・年末年始,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co111232,ofid0001,市立動橋保育園,922-0331,石川県加賀市動橋町へ6-1,,36.329544,136.390672,0761-74-1567,,,（月～金）7：30～19：00、（土）7:30~12:30,,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co111066,ofid0001,市立大呑保育園,926-0366,石川県七尾市庵町ヨ31,,37.026281,137.048483,0767-59-1114,,,（月～土）7:00~19:00,日曜日、祝日、年末年始,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co110015,ofid0001,市立学園台保育園,929-1210,石川県かほく市学園台5-18,,36.780658,136.729746,076-281-0515,,,（月～土）7:00~19:00,,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co111070,ofid0001,市立田鶴浜保育園,929-2121,石川県七尾市田鶴浜ぬ57,,37.064538,136.887054,0767-68-3117,,,（月～土）7:00~19:00,日曜日・祝日・年末年始,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co111065,ofid0001,市立石崎保育園,926-0171,石川県七尾市石崎町ソ21-1,,37.076225,136.929964,0767-62-2404,,,（月～土）7:00~19:00,日曜日、祝日、年末年始,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co111067,ofid0001,市立袖ヶ江保育園,926-0051,石川県七尾市郡町弐113-1,,37.046312,136.973065,0767-52-1420,,,（月～土）7:00~19:00,日曜日、祝日、年末年始,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co111068,ofid0001,市立高階保育園,926-0831,石川県七尾市池崎町い23,,37.032298,136.907575,0767-57-2523,,,（月～土）7:00~19:00,日曜日・祝日・年末年始,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co100307,ofid0001,平和堂　アル・プラザ金沢,920-0014,石川県金沢市諸江町３０番１号,,36.5914572, 136.6443771,076-260-1331,076-260-0890,http://www.heiwado.jp,10:00～21:00,2月・8月で各1日,授乳スペース,オムツ替えスペース,,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co110024,ofid0001,志賀町役場,925-0154,石川県羽咋郡志賀町末吉千古1-1,,37.006187, 136.7780100,0767-32-9122,,http://www.town.shika.lg.jp/shikasypher/www/normal_top.jsp,8：30～17：15,土・日・祝日・年末年始,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co110025,ofid0001,志賀町役場　富来支所,925-0447,石川県羽咋郡志賀町富来領家町甲10,,37.1442599, 136.7254324,0767-42-1111,,http://www.town.shika.lg.jp/shikasypher/www/normal_top.jsp,8：30～17：15,土・日・祝日・年末年始,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co110014,ofid0001,愛・遊・館内子育て支援センター,929-1215,石川県かほく市高松ク20-2,,36.7690977, 136.7222845,076-281-3582,076-281-3583,,9：00～16：00,日・祭日・年末年始,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co101275,ofid0001,日本自動車博物館,923-0345,石川県小松市二ツ梨町一貫山40番地,,36.3343649, 136.4304802,0761-43-4343,0761-43-4444,http://www.mmj-car.com,9:00～17:00（入館は16:30まで） 12月~3月は1時間短縮,毎週水曜日（祝祭日開館）　年末12/26~12/31,授乳スペース,オムツ替えスペース,電子レンジ,,,,キッズコーナー,ベビーカーの貸し出し,,,禁煙席,,
,co110807,ofid0001,木場保育園,923-0311,石川県小松市木場町ハ46,,36.358503,136.448524,0761-43-0098,,http://yoshitake.bambino.cc/kiba/index.htm,（月～土）7:00~19:00,,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co110043,ofid0001,木場潟公園センター,923-0844,石川県小松市三谷町ら之部58,,36.3719693, 136.4588294,0761-43-3106,,http://www.pref.ishikawa.lg.jp/kouen/map/park/kiba/index.html,8：30～17：00,年末年始,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co111241,ofid0001,本宮保育園,926-0814,石川県七尾市本府中町リ23-1,,37.037391,136.963946,0767-53-5220,,http://www.hongu.ed.jp,（月～土）7：00～20：00,日,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co111086,ofid0001,東みなと保育園,926-0012,石川県七尾市万行町77-36-2,,37.041274,136.992186,0767-52-3115,,http://www.nanaominato.jp/hminato/,（月～土）7：00～19：00,日曜日・祝日,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co110009,ofid0001,津幡町社会福祉協議会　親子サロン,929-0325,石川県河北郡津幡町加賀爪ニ3,福祉センター２Ｆ,36.6704681, 136.7331633,076-288-6276,,http://oyakosaron.boo.jp/,9：00～16：00,火・土・日・祝日,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co111079,ofid0001,浜岡保育園,926-0173,石川県七尾市石崎町ヨ37,,37.077267,136.925423,0767-62-3233,,http://www.hamaoka.cc/,（月～土）7：00～20：00,年始,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co111268,ofid0001,生命の森　ひろ助産院,924-0832,石川県白山市藤木町２５５－２,,36.4821673, 136.5827352,076-274-8715,,http://www7b.biglobe.ne.jp/~hiro_jyosannin/,10:00～16:00,土日祝日,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co110058,ofid0001,田鶴浜子育て支援センター,929-2121,石川県七尾市田鶴浜町ぬ57,田鶴浜保育園内,37.0644579,136.8870869,0767-68-6366,,,,,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co111114,ofid0001,町立あおば保育園,929-1811,石川県鹿島郡中能登町二宮力部58,,36.98206,136.926638,0767-76-8181,,,（月～土）7：00～19：00,,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co110021,ofid0001,白山ろくテーマパーク　吉岡園地　公園センター,920-2306,石川県白山市河内町吉岡西89,,36.3775899, 136.6144673,076-272-3637,,http://www.asagaotv.ne.jp/~h-tp/,8：30～17：00,12/29～1/3,授乳スペース,オムツ替えスペース,,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110022,ofid0001,白山ろくテーマパーク　吉野園地,920-2321,石川県白山市吉野ト92-5,,36.357193, 136.6210975,076-255-5353,,http://www.asagaotv.ne.jp/~h-tp/,10：00～17：00,12/1～3/31　冬季閉鎖,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110029,ofid0001,白帆台保育園,920-0269,石川県河北郡内灘町白帆台2-130,,36.672756,136.657648,076-286-5401,,http://www.shirahodai.com/,（月～土）7:00~20:00,日・祝・年末年始,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co110049,ofid0001,真行寺むつみ苑保育所,920-0935,石川県金沢市石引2-4-23,,36.555092,136.668473,076-221-5206,,http://www.kosodate-web.com/mutsumien/,（月～土）7：00～20：00,日・祝日,授乳スペース,オムツ替えスペース,,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co100861,ofid0001,石川県七尾美術館,926-0855,石川県七尾市小丸山台一丁目１番地,,37.0448923, 136.9537040,0767-53-1500,0767-53-6262,http://nanao-art-museum.jp,9:00～17:00(入館は16：30まで）,月曜日（祝日の場合はその翌日）、祝日の翌日（日曜日の場合は開館）、年末年始（１２月２９日～１月３日）、展示替え期間、臨時休館あり　※展覧会によっては会期中無休,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,ベビーカーの貸し出し,子ども特典,,禁煙席,,
,co139063,ofid0001,石川県地場産業振興センター,920-8203,石川県金沢市鞍月2丁目1番地,,36.5943749,136.6214421,076-268-2010,076-268-2859,http://www.isico.or.jp/jibasan/index,8：30～17：30,8月14～16日、12月29日～翌年1月3日,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co111236,ofid0001,石川県女性センター,920-0861,石川県金沢市三社町1-44,,36.5705768, 136.6453777,076-234-1112,,,9：00～21：00,年末年始,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110033,ofid0001,石川県庁,920-8580,石川県金沢市鞍月1-1,,36.5947288, 136.6255504,076-225-1263,,http://www.pref.ishikawa.lg.jp/index.html,7：30（10：00）～20：00（19：00）,年末年始,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co110031,ofid0001,石川県政しいのき迎賓館,920-0962,石川県金沢市広坂２－１－１,,36.5624113, 136.6578938,076-261-1111,,http://www.shiinoki-geihinkan.jp/,9：00～22：00,年末年始,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co110030,ofid0001,石川県消費生活支援センター,920-8204,石川県金沢市戸水2-30,,36.607366, 136.6201753,076-267-6157,,http://www.pref.ishikawa.lg.jp/shohicenter/index.html,9：00～17：00,日・祝日,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co110387,ofid0001,石川県立中央病院／病院内保育所,920-8201,石川県金沢市鞍月東東2-1,,36.5949705, 136.6308722,076-237-8211,,http://www.pref.ishikawa.jp/ipch/,8:30～17:15,土日祝日・年末年始（12/29～1/3）,授乳スペース,オムツ替えスペース,,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110012,ofid0001,石川県立図書館,920-0964,石川県金沢市本多町3-2-15,,36.5554761, 136.6642547,076-223-9565,,http://www.library.pref.ishikawa.lg.jp,9：00～17：00,毎月末日（土日は開館）国民の祝日（5月3.4.5日は開館）、,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co111235,ofid0001,石川県職業能力開発プラザ,920-0862,石川県金沢市芳斉1-15-15,,36.5706213, 136.6462553,076-261-1400,,,8：30～17：00,土・日・祝日,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co110046,ofid0001,石川県能登北部保健福祉センター,928-0079,石川県輪島市鳳至町畠田102-4,,37.392076, 136.8965430,0768-22-2011,,http://www.pref.ishikawa.lg.jp/nanaohc/,8：30～17：15,土・日・祝日・年末年始,授乳スペース,オムツ替えスペース,電子レンジ,,,,,,,,,,
,co110005,ofid0001,石川県運転免許センター,920-0209,石川県金沢市東蚊爪町2-1,,36.6386096, 136.6589553,076-238-5901,,,8:30～17:15（8:00～16:45）,土・祝日・年末年始,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co110062,ofid0001,社会福祉法人和倉温泉福祉会　ゆうかり子育て支援センター,926-0175,石川県七尾市和倉町3-24,和倉保育園内,37.08817, 136.9149483,0767-62-3360,,,,,授乳スペース,オムツ替えスペース,,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co101180,ofid0001,積水ハウス株式会社　北陸支店,920-8203,石川県金沢市鞍月4-125,,36.5963591, 136.6252726,076-266-3400,076-266-2335,http://www.sekisuihouse.co.jp/,9:00～18:00,火・水曜日、祝日,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co100997,ofid0001,笠原健招堂薬局,925-0447,石川県羽咋郡志賀町富来領家町甲63番地４,,37.1419158, 136.7259936,0767-42-2606,0767-42-2605,http://www.e-kenshoudou.com/,9:00～19:30,毎週日曜日・祝祭日,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co110124,ofid0001,緑が丘子育て支援センター,923-1226,石川県能美市緑が丘3-43,,36.4426855, 136.5421318,0761-51-4082,,,9：00～17：00,土・日・祝日,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co100624,ofid0001,美容室　美の館／キッズルーム,923-0918,石川県小松市京町50-1,,36.406191, 136.4483235,0761-21-1179,0761-21-1179,,9:00～18:00,年中無休（但し3日間　正月2.3日休）,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,キッズコーナー,,,,,,
,co110147,ofid0001,能登町こどもみらいセンター,927-0433,石川県鳳珠郡能登町宇出津タ字46番1地,,37.308786,137.148717,0768-62-1503,,,10：00～17：00,月曜・第3日曜,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co110023,ofid0001,能登空港ターミナルビル,929-2372,石川県輪島市三井町洲衛10-11-1,,37.2950414, 136.9571283,0768-26-2300,,http://www.noto-airport.jp/notosypher/www/index.jsp,8：30～5：30,なし,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co110042,ofid0001,能美市寺井中央児童館,923-1121,石川県能美市寺井町中84,,36.439962,136.497531,0761－58－5425,,,9：30～18：00,月曜AM・木曜AM・日曜・祝日,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110081,ofid0001,舟見ヶ丘保幼園,923-0053,石川県小松市河田町甲52-1,,36.410965,136.507624,0761-47-2732,,http://www.funamigaoka.or.jp/,（月～土）7：00～19：00,土・日,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co111078,ofid0001,西湊保育園,926-0852,石川県七尾市小島町ヌ49-3,,37.053155,136.954989,0767-52-3139,,http://www.kosodate-web.com/nishiminato/,（月～土）7：00～24：00,日曜日、祝日,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co110057,ofid0001,親子ふれあいランドあい・あい・あい,926-0046,石川県七尾市神明町１番地,ミナ.クルビル内,37.0415965, 136.9656678,0767-52-1476,,,,,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110119,ofid0001,親子よろこびの広場あさがお,924-0871,石川県白山市西新町170番地１,サンライフ松任1F,36.5246729,136.5631929,076-275-8677,,http://oyako-asagao.com/,10：00～17：00,日・祝・年末年始・夏季（お盆休み）,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co110530,ofid0001,輪島市もんぜん児童館,927-2147,石川県輪島市門前町鬼屋4-20,,37.288661, 136.7656266,0768-42-3166,,,,日曜・祝日,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co110095,ofid0001,輪島市子育て支援センター,928-0001,石川県輪島市河井町2部287-1,,37.3940479, 136.9117863,0768-22-8031,,,8：00～17：00,月・祝日,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co715415,ofid0001,道の駅織姫の里なかのと,929-1721,石川県鹿島郡中能登町井田ぬ部10番地1,,36.9699441,136.9047607,0767-74-2806,0767-74-1300,http://orihime-nakanoto.jp/,9：00～18：00,1～3月の水曜日,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110165,ofid0001,野々市市保健センター,921-8825,石川県野々市市三納3-128,,36.5237345, 136.6108404,076-248-3511,,,8時30分から17時15分,土曜日・日曜日・祝日・年末年始,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co111230,ofid0001,野々市市庁舎,921-8825,石川県野々市市三納1-1,,36.5194656,136.609685,076-227-6032,,http://www.town.nonoichi.lg.jp/,8：30～17：45,土曜日・日曜日・祝日・年末年始,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co101435,ofid0002,金沢ハウジングセンター　南住宅公園,921-8802,石川県野々市市押野1-30,,36.542174, 136.6118761,076-294-3678,076-294-2561,http://khc-park.com/south/index.html,10：00～18：00（12月～2月　10:00～17:30),毎週水曜日,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,キッズコーナー,,,,,,
,co101435,ofid0001,金沢ハウジングセンター　県庁東,920-8222,石川県金沢市副都心北部大友土地区画整理事業施工地区24街区1-1,,36.6028821,136.6303753,076-237-3655,076-237-3645,http://www.khc-park.com,10：00～18：00（12月～2月　10:00～17:30）,毎週水曜日,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,キッズコーナー,,,,,,
