店舗・事業所情報一覧,,20141205_153955 ,,,,,,,,,,,
企業ID,店舗ID,店舗・施設名,郵便,住所１２３,住所４,緯度,経度,電話,FAX,URL,営業・利用可能時間,定休日,プレパス特典（協賛店のみ）
co100284,ofid0059,クスリのアオキ　宇出津店,927-0435,石川県鳳珠郡能登町宇出津新港2丁目8番地,,37.2986713,137.1456149,0768-62-2120,,http://www.kusuri-aoki.co.jp,9：00〜21：00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0025,クスリのアオキ　安原店,920-0376,石川県金沢市福増町南1252番地,,36.5636411,136.582109,076-249-7771,076-249-7749,http://www.kusuri-aoki.co.jp,9:00〜23:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0045,クスリのアオキ　寺井店,923-1121,石川県能美市寺井町ロ90番1,,36.4431895,136.4900822,0761-57-8300,0761-57-8301,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0015,クスリのアオキ　小坂店,920-0811,石川県金沢市小坂町西17,,36.5907234,136.6703252,076-252-7000,076-252-7560,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0050,クスリのアオキ　小島店,926-0852,石川県七尾市小島町大開地1番78,,37.053476,136.9572609,0767-52-2711,0767-52-2712,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0053,クスリのアオキ　小松日の出店,923-0868,石川県小松市日の出町4丁目212番,,36.3993517,136.4550633,0761-23-3800,0761-23-3801,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0049,クスリのアオキ　山中店,922-0111,石川県加賀市山中温泉塚谷町1丁目121番地,,36.2600717,136.367574,0761-78-3663,0761-78-3664,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0048,クスリのアオキ　山代店,922-0242,石川県加賀市山代温泉185番1,,36.3014669,136.3594167,0761-77-8300,0761-77-8303,http://www.kusuri-aoki.co.jp,9:00〜24:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0023,クスリのアオキ　御影店,921-8027,石川県金沢市神田1丁目1-5,,36.5611838,136.6395983,076-245-0030,076-245-1016,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0013,クスリのアオキ　御経塚店,921-8065,石川県金沢市上荒屋1丁目222番地,,36.5470132,136.5940173,076-269-8855,076-269-8966,http://www.kusuri-aoki.co.jp,9:00〜23:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0036,クスリのアオキ　成町店,924-0023,石川県白山市成町215番1,,36.5223179,136.5573139,076-276-0003,076-276-0386,http://www.kusuri-aoki.co.jp,9:00〜21:30,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0028,クスリのアオキ　扇が丘店,921-8812,石川県野々市市扇が丘34番6号,,36.5256682,136.6236902,076-246-2220,076-246-2209,http://www.kusuri-aoki.co.jp,9:00〜23:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0029,クスリのアオキ　押越店,921-8816,石川県野々市市若松町637,,36.5373331,136.6117374,076-227-0677,076-227-0722,http://www.kusuri-aoki.co.jp,9:00〜23:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0031,クスリのアオキ　新庄店,921-8824,石川県野々市市新庄6丁目451,,36.5074301,136.6077783,076-248-0003,076-248-7717,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0035,クスリのアオキ　新旭店,924-0015,石川県白山市新田町48-1,,36.5348298,136.5693492,076-274-0002,076-274-9007,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0056,クスリのアオキ　暁店,920-0926,石川県金沢市暁町20番6号,,36.5629159,136.670985,076-232-5100,076-232-7112,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0055,クスリのアオキ　本津幡店,929-0326,石川県河北郡津幡町清水ア28番,,36.6754482,136.7338825,076-288-7666,076-288-7681,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0064,クスリのアオキ　根上店,929-0113,石川県能美市大成町ト19-5,,36.450204,136.464532,0761-55-5588,0761-55-5599,http://www.kusuri-aoki.co.jp,9：00〜22：00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0027,クスリのアオキ　桜田店,920-0057,石川県金沢市桜田町1丁目31番地,,36.5786664,136.618406,076-223-0003,076-223-0530,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0010,クスリのアオキ　泉が丘店,921-8035,石川県金沢市泉ケ丘2丁目4-20,,36.5398183,136.6473948,076-247-0003,076-247-7543,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0007,クスリのアオキ　津幡店,929-0341,石川県河北郡津幡町横浜へ31-1,,36.6655349,136.7279231,076-289-2003,076-289-2229,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0008,クスリのアオキ　浅野本町店,920-0846,石川県金沢市昌永町15番50号,,36.5808102,136.6586019,076-253-3400,076-253-3443,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0017,クスリのアオキ　玉鉾店,921-8002,石川県金沢市玉鉾1丁目27番,,36.5705222,136.6286946,076-291-1050,076-291-1052,http://www.kusuri-aoki.co.jp,9:00〜24:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0012,クスリのアオキ　畝田店,920-0342,石川県金沢市畝田西3丁目514番地,,36.5967781,136.6067213,076-266-0303,076-266-0367,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0020,クスリのアオキ　疋田店,920-0003,石川県金沢市疋田3丁目63番地,,36.604401,136.6723836,076-251-0001,076-253-2226,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0040,クスリのアオキ　白江店,923-0811,石川県小松市白江町20-1,,36.4015201,136.4761255,0761-23-7770,0761-23-7804,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0057,クスリのアオキ　相木店,924-0022,石川県白山市相木町44街区6,,36.5275713,136.5631363,076-276-0039,076-276-7052,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0033,クスリのアオキ　石同新町店,924-0806,石川県白山市石同新町270番地,,36.5187626,136.56998,076-274-0003,076-274-9300,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0001,クスリのアオキ　穴水店,927-0027,石川県鳳珠郡穴水町字川島サ50,,37.2302284,136.9103998,0768-52-0012,0768-52-2012,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0042,クスリのアオキ　符津店,923-0302,石川県小松市符津町タ36番1,,36.3626338,136.430692,0761-43-1211,0761-43-1317,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0009,クスリのアオキ　粟崎店,920-0226,石川県金沢市粟崎町2丁目3番地,,36.6286473,136.630115,076-237-9611,076-237-9622,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0037,クスリのアオキ　粟津店,923-0342,石川県小松市矢田野町ヘ55番1,,36.3477741,136.4237941,0761-43-0012,0761-43-0013,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0062,クスリのアオキ　美川店,929-0214,石川県白山市長屋町ロ56番地,,36.4885959,136.4957707,076-278-7878,076-278-7879,http://www.kusuri-aoki.co.jp,9：00〜22：00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0004,クスリのアオキ　羽咋店,925-0026,石川県羽咋市石野町ト37,,36.8957528,136.7940272,0767-22-3000,0767-22-5722,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0044,クスリのアオキ　若杉店,923-0832,石川県小松市若杉町2丁目35番地,,36.3986992,136.4806465,0761-23-0005,0761-23-0078,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0063,クスリのアオキ　菅原店,921-8814,石川県野々市市菅原町21番22号,,36.5254253,136.6147033,076-294-3001,076-294-3070,http://www.kusuri-aoki.co.jp,9：00〜22：00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0021,クスリのアオキ　藤江店,920-0345,石川県金沢市藤江北1丁目303番地,,36.5911505,136.6242133,076-266-0003,076-266-0339,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0054,クスリのアオキ　西泉店,921-8043,石川県金沢市西泉3丁目23番,,36.5470386,136.6303077,076-245-1101,076-245-1107,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0002,クスリのアオキ　輪島店,928-0022,石川県輪島市宅田町58番地,,37.386598,136.9020143,0768-23-0105,0768-23-0106,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0046,クスリのアオキ　辰口店,923-1245,石川県能美市辰口町965番,,36.4423122,136.5484521,0761-52-0022,0761-52-0930,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0032,クスリのアオキ　野々市中央店,921-8825,石川県野々市市三納1丁目77番地,,36.5176435,136.6104491,076-246-0010,076-246-0668,http://www.kusuri-aoki.co.jp,9:00〜23:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0016,クスリのアオキ　鈴見店,920-1167,石川県金沢市もりの里3丁目183番地,,36.5610421,136.6815646,076-234-0003,076-233-0027,http://www.kusuri-aoki.co.jp,9:00〜24:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0018,クスリのアオキ　長坂店,921-8112,石川県金沢市長坂3丁目1番35号,,36.5375798,136.6556013,076-226-6555,076-226-6556,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0019,クスリのアオキ　長田店,920-0042,石川県金沢市長田町4番2号,,36.5769425,136.6423277,076-233-6211,076-233-6239,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0061,クスリのアオキ　間明店,921-8006,石川県金沢市進和町８２番地,,36.5663468,136.6139375,076-291-0071,,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0014,クスリのアオキ　鞍月店,920-8203,石川県金沢市鞍月5丁目77番,,36.6000208,136.6251732,076-238-6006,076-238-6019,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0005,クスリのアオキ　高松店,929-1215,石川県かほく市高松町ア24番2,,36.7603373,136.7161507,076-282-5858,076-282-5857,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100284,ofid0051,クスリのアオキ　鶴ヶ丘店,920-0271,石川県河北郡内灘町鶴ケ丘5丁目1−359,,36.6455779,136.6402518,076-286-6220,076-286-6221,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,お買上げ1000円毎にアオキメンバーズカードポイント10ポイント進呈（ex.5000円のお買上げの場合、50ポイント進呈となります）
co100387,ofid0001,クリーニング　ほうはし,925-0447,石川県羽咋郡志賀町富来領家町甲26  ,増穂浦ショッピングモールアスク,37.1421552,136.7248852,0767-42-1771,0767-42-1771,,10：00〜19：30（日曜日9:00〜19:30）,毎月１回（水）,全商品ポイント5倍（但し、他のポイントサービスデーとの併用はできません）
co100415,ofid0002,クリーニング　北陸クィーン,920-1167,石川県金沢市もりの里1丁目70番地,,36.5516427,136.6899806,076-234-8720,,,10:00〜21:00,年中無休,イオンサービスカウンターでお渡しするスタンプカードに、各店お買上げ毎にスタンプを捺印。スタンプ12個貯まるとトップバリュ商品をプレゼント
co101501,ofid0001,クリ−ニングふらんせ,927-0400,石川県鳳珠郡能登町字宇出津新港２−７,（ショッピングタウンアルプ内）,37.2987496,137.1462195,0768-62-4827,,,10時00分から19時00分,1月1日（元旦）のみ,アルプカードポイント２倍進呈
co100173,ofid0001,クロス張替え．net,920-0995,石川県金沢市新竪町3-11,,36.5548318,136.6565663,0120-14-4892,0120-14-4892,http://tminterior.net,9:00〜19:00,日、祝,全サービス5％引き
co100734,ofid0001,グルメドール　松任店,924-0841,石川県白山市平松町102-1,,36.508111,136.566115,076-274-7830,076-274-7830,,10:00〜20:30（オーダーストップ20:00）,年中無休,ジャスコサービスカウンターでお渡しするスタンプカードに、各店お買上げ毎にスタンプを捺印。スタンプ12個貯まるとトップバリュ商品をプレゼント
co101489,ofid0001,グループホーム　一梅縁,929-1125,石川県かほく市宇野気ロ-21,,36.710846,136.703446,076-283-3680,076-283-4155,http://homepage2.nifty.com/naihoufukushikai/,24時間,なし,住居費を１日につき２，０００円割引かせて頂きます。他、１０万円相当の割引適用も可能です。
co101262,ofid0001,ケルン洋菓子店,922-0242,石川県加賀市山代温泉20-34,,36.2923046,136.3602479,0761-77-3938,0761-77-1682,,8:00〜19:00,日曜日、月１回不定休,バースディケーキ10％引き。（ただし、キャラクターケーキは対象外。）
co100564,ofid0001,ケーキとショコラ　ミルティーユ,922-0106,石川県加賀市山中温泉上原町ワ-427,,36.261889,136.3665261,0761-78-1488,0761-78-1488,,9:00〜19:00,毎週火曜日、年始,バースデーケーキ各サイズ（12cm 1800円より）すべて10％引き　さらに前日までにご予約の場合は200円の商品券進呈
co100141,ofid0001,ケーキの店　しまや,924-0877,石川県白山市中町９,,36.5226453,136.563922,076-275-0545,,,9:00〜19:00,毎週火曜日,バースデイケーキ10%引　ショートケーキ5%引
co101198,ofid0001,ケーキハウス　マルフジ,923-0861,石川県小松市沖町ナ30,,36.4023158,136.4683621,0761-22-7866,0761-23-7866,http://www.marufuji.cc,10:00〜19:00,毎週月曜日と第２，４火曜日,お子様のバースデーケーキ（丸型ケーキ）１０％OFF　（ただし、季節の商品、特注品は除きます）
co100717,ofid0005,ケーキブティック　プレミナンス,920-0022,石川県金沢市北安江4-8-31,本社ビル1F,36.5864419,136.6465558,076-234-7702,,http://www.norio.co.jp,10:00〜21:00,不定休,お会計時に10%OFF
co101089,ofid0001,ケーキブティック　ラ・パレット,920-0844,石川県金沢市小橋町16-1,,36.57734,136.6615541,076-252-9100,,http://www.k-lapalette.com/,9:30〜20:00,なし,お買上金額から5％割引きいたします
co101244,ofid0001,ケーキ工房　アン・ドゥー,921-8033,石川県金沢市寺町1の11の1,,36.548577,136.6569025,076-241-7111,076-241-7167,http://p-undeux.com/,9:00〜19:00,水曜日不定休,店内全商品5%OFF（寺町本店のみ）
co101421,ofid0001,コクブ時計店,920-0862,石川県金沢市芳斉2-3-22,,36.5720889,136.6502885,076-221-7146,076-221-7164,,9:00〜20:00,日曜日,全商品２０％引き電池交換通常料金の半額
co100749,ofid0016,ココス　七尾店,926-0852,石川県七尾市小島町大開地1-78,ベイモール内,37.0534896,136.9555927,0767-58-3081,,http://www.f-star.co.jp,10:00〜24:00,年中無休,ご飲食代金の5%引き（他のクーポン券との併用不可）
co100749,ofid0004,ココス　元町店,920-0842,石川県金沢市元町2ｰ5-7,,36.579978,136.664302,076-253-9245,076-253-9246,http://www.f-star.co.jp/,10:00〜翌2:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0015,ココス　加賀店,922-0423,石川県加賀市作見町リ16-1,,36.318492,136.3515682,0761-72-8236,0761-72-8237,http://www.f-star.co.jp/,10:00〜24:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0014,ココス　小松店,923-0854,石川県小松市大領町ロ60,,36.3874509,136.4502319,0761-20-1050,0761-20-1051,http://www.f-star.co.jp/,10:00〜24:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0003,ココス　小立野店,920-0942,石川県金沢市小立野1-9-20,,36.545531,136.681697,076-234-6531,076-234-6532,http://www.f-star.co.jp/,10:00〜24:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0007,ココス　松任相木店,924-0022,石川県白山市相木町松任駅北相木地区土地区画整理事業施工地内,,36.5345796,136.5602109,076-287-5361,076-287-5362,http://www.f-star.co.jp/,10:00〜24:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0005,ココス　泉ヶ丘店,921-8116,石川県金沢市泉野出町4-2-16,,36.5349908,136.647688,076-245-8372,076-245-8373,http://www.f-star.co.jp/,10:00〜24:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0013,ココス　穴水店,927-0053,石川県鳳珠郡穴水町此木1字45-1,,37.2441436,136.8978736,0768-52-3755,0768-52-3756,http://www.f-star.co.jp/,10:00〜24:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0011,ココス　羽咋店,925-0026,石川県羽咋市石野町ト20-1,,36.8952997,136.7947446,0767-22-8183,0767-23-4688,http://www.f-star.co.jp/,10:00〜翌2:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0002,ココス　西金沢店,921-8064,石川県金沢市八日市5-446,,36.549891,136.609992,076-240-9355,076-240-9356,http://www.f-star.co.jp/,10:00〜24:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0006,ココス　諸江店,920-0014,石川県金沢市諸江町30-1,,36.5907339,136.6456387,076-234-6331,076-234-6332,http://www.f-star.co.jp/,10:00〜24:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0010,ココス　金沢大桑店,921-8045,石川県金沢市大桑2丁目30,,36.537785,136.6748157,076-245-7301,076-245-7302,http://www.f-star.co.jp/,10:00〜24:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0008,ココス　金沢東インター店,920-3122,石川県金沢市福久町へ2-1,,36.6134106,136.678849,076-257-8152,076-257-8153,http://www.f-star.co.jp/,10:00〜翌2:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0001,ココス　金沢示野店,920-0058,石川県金沢市示野中町87街区1,,36.579773,136.615891,076-268-4417,076-268-4418,http://www.f-star.co.jp/,10:00〜翌2:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0009,ココス　金沢鞍月店,920-8204,石川県金沢市戸水2丁目81,,36.6025691,136.6192243,076-267-6915,076-267-6916,http://www.f-star.co.jp/,10:00〜翌2:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100749,ofid0012,ココス　鹿島バイパス店,929-1721,石川県鹿島郡中能登町井田と1-1,,36.9699228,136.9060248,0767-76-8011,0767-76-8012,http://www.f-star.co.jp/,10:00〜24:00,年中無休,ご飲食代金の５％引き（他のクーポン券との併用不可）
co100100,ofid0001,コジマカメラ店,926-0045,石川県七尾市袖ヶ江町2番地,,37.0439519,136.9668983,0767-53-2880,0767-53-3560,,9:00〜19:00,無し（年始のみ）,お子様の記念撮影10％引き
co101520,ofid0001,コミュニティカフェ　オムライスの郷,929-1425,石川県羽咋郡宝達志水町子浦そ１８番地１,,36.8627842,136.797479,0767-29-2255,0767-29-2255,http://omurice.info/community-cafe.html,平日11：00〜14：00、土曜日11：00〜15：00,日・月・祝日、年末年始,ミニジェラートを無料サービス
co100795,ofid0005,コメヤ薬局安養寺店,920-2141,石川県白山市安養寺町ロ3-1,,36.4932577,136.5983584,076-273-5300,076-273-5712,http://www.komeya-drug.com/,9:00〜20:00,年始,18歳未満のお子様3人以上の世帯の方が1000円お買い上げごとに、コメヤポイントを10ポイント進呈
co100795,ofid0006,コメヤ薬局御経塚店,921-8801,石川県野々市市御経塚3丁目128番地,,36.5524695,136.5967889,076-269-3000,076-269-3511,http://www.komeya-drug.com/,9:00〜22:00,年始,18歳未満のお子様3人以上の世帯の方が1000円お買い上げごとに、コメヤポイントを10ポイント進呈
co100795,ofid0003,コメヤ薬局本店,920-2121,石川県白山市鶴来本町2丁目ワ43,,36.4477258,136.626759,076-273-1155,076-273-8200,http://www.komeya-drug.com/,8:00〜19:00,年始,18歳未満のお子様3人以上の世帯の方が1000円お買い上げごとに、コメヤポイントを10ポイント進呈
co100397,ofid0001,コワフュール　エポペのむら,920-0927,石川県金沢市扇町15-13,,36.563389,136.6692041,076-261-3523,076-261-3523,,9:00〜19:00要予約,毎週月曜日　第1火曜日　第3日曜日,お子さまは10%OFF！させて頂きます。御家族の方は5%OFF！（ただし商品は除外とさせて頂きます）要予約
co100767,ofid0002,コーヒーショップ　ジャーマン　片町店,920-0981,石川県金沢市片町1-3-24,,36.5616503,136.6536218,076-264-3378,076-264-3378,http://www.german.co.jp,7:30〜20:00,なし,全商品5％引き
co100380,ofid0001,コーヒー豆専門店　キャラバンサライ　本店,921-8052,石川県金沢市保古3丁目47番地,,36.5593969,136.6175441,076-269-2900,076-240-4152,http://www.caravanserai.co.jp/,9:00〜20:00,年始,（1）バースディケーキ予約注文の方10%OFF　（2）コーヒー豆お買い上げの方コーヒー会員入会無料で、更に100ポイントプレゼント！
co100713,ofid0002,ゴーゴーカレー　ルネスかなざわ店,920-0013,石川県金沢市沖町イ81-1,,36.591241,136.658173,076-253-5550,076-253-5550,http://www.gogocurry.com/,10:55〜22:55　金、土、祝前日は10:55〜23:55,なし,カード記載の方に、次の下記のトッピング一品無料。らっきょう・生卵（50円）　ゆで卵（100円）　ロースカツ・ウインナー・チキンカツ・エビフライ・納豆・チーズ・ルー増し（200円）。
co100713,ofid0009,ゴーゴーカレー　丼丼　イオンモールかほく店,929-1126,石川県かほく市内日角タ25,イオンかほくショッピングセンター2F,36.70895807,136.7014217,076-289-1755,076-289-1755,http://www.gogocurry.com,10:00〜22:00,なし,カード記載の方に、次の下記のトッピング一品無料。らっきょう・生卵（50円）　ゆで卵（100円）　ロースカツ・ウインナー・チキンカツ・エビフライ・納豆・チーズ・ルー増し（200円）。
